"'C21H18ClNO3'
",1
"'C19H19NO'
",2
"'C124.5H160.75N34.25O26P2'
",1
"'C95H147N17O15P'
",1
"'C85H126N17O17P'
",1
"'C8H19NO3'
",2
"'D0.25K1.25O4S'
",2
"'H0.25K1.25O4S'
",3
"'C18H16N4O5'
",1
"'C16H28CoN6S4'
",1
"'C20H16Cl3F6NOSTi'
",1
"'C20H22Cl3NOSTi'
",1
"'C10H14CuO4'
",28
"'C24H31BN2'
",1
"'C23H29BN2'
",1
"'C23H29BN2O'
",1
"'C30H41Br3N2Si'
",1
"'C39H69Cl3N2Si6'
",1
"'C39H68N2Si5'
",1
"'C40H69N3Si5'
",1
"'C39H64N2P4Si5'
",1
"'C41H71F3N2O3SSi5'
",1
"'C44H71BMgN4O2'
",1
"'C92H136B2Mg2N6O4'
",1
"'C54H68BMgN3O2'
",1
"'C46H68BMgN3O2'
",1
"'C48H64BMgN3O2'
",2
"'C54H75BMgN4O2'
",1
"'C57H75BMgN3O2'
",1
"'C24H26S2'
",1
"'C142H129Au11Cl9N2P7'
",1
"'C18H18InN3O8'
",1
"'C26H30BNO5S'
",1
"'C40H46N8O14Yb2'
",1
"'C228H204Cu24N12O144'
",1
"'C198H145Cu24O139S'
",1
"'C41H40O16'
",2
"'C33H22N4'
",1
"'C43H32N4'
",1
"'C82H108F6N2Ni2P4'
",1
"'C41H61NNiOP2'
",1
"'C24H42Cl5F3N4O3P2S'
",1
"'C28H40F6FeN4O10P2S2'
",1
"'C78H85F9N4O6P4PtS2'
",1
"'C39.44H66.01Cl3.37F9N6.88O9P7S3'
",1
"'C52H85F12N10O12P4S4'
",1
"'C36H60F9N6O9P3S3'
",1
"'C78H85F9N4O6P4PdS2'
",1
"'C49.5H85AuCl7F9N8O9P4S3'
",1
"'C32H30N4O8S'
",1
"'C51H53Cl6N5O18S2'
",1
"'C38H34O2Si2'
",1
"'C38H34O4Si2'
",1
"'C50H42O2Si2'
",1
"'C104H100O4Si4'
",1
"'Cu3FK3O16P4Zn2'
",1
"'C66H52P2S6Ti'
",1
"'C66H52P2Se6V'
",1
"'C60H48NiP2Se4'
",1
"'C66H52P2Se6Ti'
",1
"'C60H48CuP2Se4'
",1
"'C60H48NiP2S4'
",1
"'C66H52P2S6V'
",1
"'BaH2O4Te'
",1
"'C20H23ClN2ORu'
",1
"'C19H20ClFN2Ru'
",2
"'C20H20ClF3N2Ru'
",1
"'C19H20ClN3O2Ru'
",1
"'C39H54NiO3P2'
",1
"'C70H62BF24NaNiO7P2'
",1
"'C27H23Mg2N5O9'
",1
"'C16H16CuN2O5'
",1
"'C52H142N7NaO7Si12Th2'
",1
"'C56H148KN7O8Si12Th2'
",1
"'C18H56N4Si6Th'
",1
"'C67H117NSi2'
",1
"'C19H27NSi2'
",1
"'C44H60B2Mg2N4O6'
",1
"'C56H120B2Ca2N22O6P6'
",1
"'C48H94B2N16O5P4Sr'
",1
"'C40H54B2MgN4O5'
",1
"'C56H120B2N22O6P6Sr2'
",1
"'C44H86B2CaN16O4P4'
",1
"'C82H170N4O36Ti10'
",1
"'C86H172N4O36Ti10'
",1
"'C82H169N5O36Ti10'
",1
"'C82H171N5O36Ti10'
",1
"'C111H220N4O57Ti16'
",1
"'C196H358N12O72Ti20'
",1
"'C86H174N4O38S2Ti10'
",1
"'C96H198N4O46Ti12'
",1
"'C122H170Cl2Co3N30O38Ru4'
",1
"'C44H55AsN4O12.5Ru'
",1
"'C122H170Cl2N30Ni3O38Ru4'
",1
"'C87H118ClCo2N22O20Ru3'
",1
"'C122H170Cl2Mn3N30O38Ru4'
",1
"'C87H118ClMn2N22O20Ru3'
",1
"'C27H34.55BClN6O3.55P0.775W'
",1
"'C25H39BN7O2PW'
",1
"'C36H46BN8O2PW'
",1
"'C30H41BN7O2PW'
",1
"'C43H60B2Cl2N13O4PW2'
",1
"'C98H157Co7N13O60.5'
",1
"'C36H38Cl2Fe2N6O12'
",1
"'C66H86Cu5N10O31'
",1
"'C8H13CuN3O8'
",1
"'C18H26N4O6Zn'
",1
"'C32H38Cu5N10O17'
",1
"'C16H16CuN2O6'
",2
"'C26H20B2F8FeN8'
",1
"'C60H66B4Co2F16N16O5'
",1
"'C31H25B2CoF8N6O'
",1
"'C13H10INO'
",1
"'C38H59ClHfN2O4'
",1
"'C75H90Cl3HfN3O4P2'
",1
"'C39H62Cl2HfN2O4'
",1
"'C18.5H25.5N2.5O9.5Zn2'
",1
"'C8H5F2NOS'
",1
"'C16H14N2O3'
",1
"'C16H14N2OS'
",1
"'C10H9BrF3I'
",1
"'C9H10F3IO'
",1
"'C6H4F5I'
",1
"'C96H74Cd4N8O28P8Si2'
",1
"'C14H20CuN2O10'
",1
"'C54H88Cu3N6O42'
",1
"'C28H32Cu2N4O16'
",1
"'C36H61Cu2N4O24'
",1
"'C16H22CuN2O9'
",1
"'C10H12BrN3O3S'
",1
"'C10H12N4O6S'
",1
"'C29H21Br2F6N2P'
",1
"'C12.73H19.38N5.91O4.91Zn'
",1
"'C12H19N5O5SZn'
",2
"'C13.73H21.7N6.24O5.24Zn'
",1
"'C20H26N10O8Zn2'
",1
"'C11H16N5O5Zn'
",1
"'C10H13N5O4Zn'
",2
"'C13H26N6O8Zn'
",1
"'C15H17N5O6Zn'
",1
"'C15H19N5O6Zn'
",1
"'C14H21N5O5Zn'
",1
"'C10H14N5O4.5Zn'
",1
"'C22H31ClO3'
",1
"'C32H39.9ClN4O7.45'
",1
"'C10H8BrFO'
",1
"'C10H10Cl2O'
",1
"'C60H116O16P4Ti4'
",1
"'C72H60O16P6Ti4'
",2
"'C67.55H75.45N0.27O15.73P4Ti4'
",1
"'C21H43O5PTi'
",1
"'C136H159O32P8Ti8'
",1
"'C36H69O8P2.5Ti2'
",1
"'C67H76O16P4Ti4'
",1
"'C81H99O17P5Ti3'
",1
"'C15H28BFN2O2'
",1
"'FeNd0.9O3Pb0.1'
",1
"'FeNd0.7O3Pb0.3'
",1
"'FeNd0.8O3Pb0.2'
",1
"'GeO3Sr'
",7
"'C37H54N4O4'
",3
"'C38H56N4O4'
",1
"'C42H68N4O6S2'
",1
"'C18H18O2'
",4
"'C54H77F9N4O13S3Sc'
",1
"'C39H62InN4NiP3'
",2
"'C252.78H314.78Cl14.33N36O46Si2'
",1
"'C262.51H343.02N40O52Si2'
",1
"'C469H485Cl3N80O93'
",1
"'C13H27NO6'
",1
"'Fe4O5'
",2
"'C7H14NO4Re'
",3
"'C30H62N8O16'
",1
"'C72H69N11'
",1
"'C216H237N35'
",5
"'C218.02H246.5Cl1.5N35O1.5'
",1
"'C226H268Cl6N35O8'
",1
"'C80H119Cl2N12O9.5'
",1
"'C83H137N12O15'
",1
"'C72H84N12'
",2
"'C155.5H234ClN24O21.5'
",1
"'C154H208.5Cl9N24O11.75'
",1
"'C108H252N24O45'
",1
"'C19H21BrO10'
",3
"'C260H304N32O83P16'
",1
"'C259H311Cl3N32O83P16Si'
",1
"'C508H592N64O163P32'
",1
"'C140H168N16O39P8'
",1
"'C127H128Cl0N20O24'
",1
"'C238H226N40O44'
",1
"'C488H460Cl12N80O88'
",1
"'C256H246N44O46'
",1
"'C312H313Cl24N44O50'
",1
"'C112H104N18O21'
",1
"'C23H22N4S'
",1
"'C46H44N10O6S2Zn'
",1
"'C48H64B2N4'
",1
"'C58H68B4N4O4'
",1
"'C72H84B4N4O4'
",1
"'C72H84B4N4S4'
",1
"'C116H134B8N8S8'
",1
"'C32H44CoN6O4S2'
",1
"'C38H34F2N2O9'
",1
"'C36H30Cl2F12MnN4'
",1
"'C24H32F12MnN6Sb2'
",1
"'C27H32O7'
",1
"'C58H74O17'
",1
"'C24H21N4O4S2'
",1
"'C18H12N2O4S2'
",1
"'C36H30Cl2CoN6O8'
",1
"'C390H330Cl20Co10N60O76'
",1
"'C422H343.5ClCo10F114N76O46P7.5S23'
",1
"'C423H345ClCo10F111N76O47P7S23'
",1
"'C188H168Co4F24N34O24S8'
",1
"'C144.25H160Br0.8N36.25O69.5S2'
",1
"'F6K6MnNa3O76W17'
",1
"'Cs11F12K5Mn2Na2O128W34'
",1
"'C28H42N7O6.5'
",1
"'C168H88N26O18'
",4
"'C162H84N24O18'
",1
"'C20H19N3'
",1
"'C18H17N3S'
",1
"'C24H20FN3S'
",1
"'C23H25N3'
",1
"'C66H60O6'
",1
"'C66.91H60.78Cl0.78O7.51'
",1
"'C411H417N81O80'
",1
"'C206H210N40O40'
",1
"'C412H420N80O82'
",1
"'C205H206N40O45'
",1
"'C188H186Cl0FN36O36'
",1
"'C191H189Cl6F2N35O36'
",1
"'C65H65N5'
",1
"'C174H196N17O13.5P'
",1
"'C628.5H496.5B115.5Co12F81N117O54S27'
",1
"'C764H707B264Co12N115O'
",1
"'C618H355.5B5.5Co12F133N117O74S37'
",1
"'C14H31ClN5NiO6'
",1
"'C14Cl2N5NiO8'
",1
"'C14H10FeN6Pt'
",1
"'C17H18N2O3'
",2
"'C14H16N2O2'
",2
"'C68H53BCl4F24N3PS2'
",1
"'C66H76Cl12N6O2P2Sb2Se2'
",1
"'C448H415B7F6Fe6N40O15P'
",1
"'C29H29F6N5O8S2Zn'
",1
"'C31H34F6N6O9S2Zn'
",1
"'C28H33N5O3'
",1
"'C39H4Cl4F17I4N4P'
",1
"'C38H15Cl2F8I4N4P'
",1
"'C22H18O2'
",2
"'C16H14O2S'
",1
"'C128H56DyEr2Ho0N5Ni'
",1
"'C128H56DyGd2N5Ni'
",1
"'C16H36N8NiO13'
",1
"'C21H15N3O3Pd'
",1
"'C46H38N6O10Pd2'
",1
"'C194H146Br8Cl17Fe6.5N40O21'
",1
"'C196H165Cl12Fe6N35O24'
",1
"'C192H150F24Fe6N36O12P4S6'
",1
"'C234H234Br12.75Fe6K0.75N30O42.25'
",1
"'C37H50N2O11'
",1
"'C16H20Al2O16'
",1
"'C19.2H8Al2O16.4'
",1
"'C16H8Al2O18S4'
",1
"'C80H104Ag12F12N8O16.8S8'
",1
"'C88H128Ag12F12N8O12S8'
",1
"'C84H108Ag12Cl12F12N8O8S8'
",1
"'C82.4H107.6Ag12F12N9.2O6S8'
",1
"'C83H110Ag12F12N8O9S8'
",1
"'C98H140Ag12F12N8O8S8'
",1
"'C50H75Ag12F18N7O12S6'
",1
"'C80H104Ag12F12N8O8S8'
",3
"'C96H136Ag12F12N8O16S8'
",1
"'C104H128Ag12F12N8O8S8'
",1
"'C94H120Ag12F12N8O8S8'
",1
"'C104H124Ag12F16N8O8S8'
",1
"'C92H114Ag12Cl2F12N8O8S8'
",1
"'C92H114Ag12Br2F12N8O8S8'
",1
"'C92H114Ag12F12I2N8O8S8'
",1
"'C96H124Ag12F12N8O8S8'
",3
"'C54H33Fe0.5N18O6S'
",2
"'C10H13ClN2O4'
",1
"'C31H44ClN7O8'
",1
"'C20H10Br4'
",1
"'C24H10Br4'
",1
"'C28H10Br4'
",1
"'C46H30'
",1
"'C50H30Cl4S2'
",1
"'C26H16S2'
",1
"'C24H16Al2O10'
",1
"'C21H18Al2O10'
",1
"'C21.4H8Al2D5.4O10'
",1
"'C19.6H8Al2D7.2O10'
",1
"'C18.6H8Al2D6.8O10'
",1
"'C24H30F8O6P2Si'
",1
"'C25H25Br8Cl2FKO10Si'
",1
"'C19H17Br8Cl2O5PSi'
",1
"'C24H24F9KO10Si'
",2
"'C24H40O6P2Si'
",1
"'C20H20Br8O6Si'
",1
"'C48H38ClNO4P2Si'
",1
"'C18H15F8O5PSi'
",1
"'C24H30Br8O6P2Si'
",1
"'C18H23O5PSi'
",1
"'C24H24Br4F5KO10Si'
",1
"'C142H94Cl6N16Zn2'
",1
"'C34H24N6O2Zn'
",1
"'C64H40F4N4O3Zn'
",1
"'C70H53Cl2F10N6O3SbZn'
",1
"'C65H37Cl4N5O2Zn'
",1
"'C68H48F4N4O4Zn'
",1
"'C64H44N4O3Zn'
",1
"'C48H32F2N4'
",1
"'C266H240Br12Cu6N18O63S7'
",1
"'C88H28F24'
",3
"'C44H14F12'
",1
"'C336H264F96Fe8N96Sb16'
",1
"'C232H194.5F48Fe4N42.5O24.5P8'
",1
"'C279H244.5As8F48Fe4N37.5O24'
",1
"'C30H32F4I2N6O4'
",1
"'C22H20F4I2N6O2'
",1
"'C57H33F10N6O3'
",1
"'C84H34Cl8'
",1
"'C32H28O2'
",1
"'C30H20'
",1
"'C32H22F3NO3'
",1
"'C40H34BClF4N2O2'
",1
"'C15H12N2O2'
",1
"'C15H12BrN'
",1
"'C22.5H14.5Cl1.5F1.5N2O1.5P0.5S0.5'
",1
"'C69H11BF41N4P'
",1
"'C8H16Cl2CrN4'
",1
"'C20H20.5Cl3CrN4O4.25'
",1
"'C384H306F30Fe6N36O24P5'
",1
"'C8H9Cu2O11S'
",1
"'C16H6Cu4O16S2'
",1
"'C13H10Cu2NO9S'
",1
"'C123H2F2S6'
",1
"'C367H317B16Co8F64N73O25'
",1
"'C8H24N6O4Zn'
",2
"'C8H23.5N6NiO4'
",1
"'C8H24N6NiO4'
",3
"'C8H12D12N6NiO4'
",2
"'C129.4H116.8Cl10.8N8O10P4Rh2'
",1
"'C126H112B2Cl12F8N8O6P4Rh2'
",1
"'C23H29N14OS4Zn2'
",1
"'C38H58N14S4Zn2'
",2
"'C52H72N28S8Zn4'
",1
"'C23H23Cl2N7S2Zn'
",1
"'C18H19NO2'
",3
"'C24H21F2NO2'
",1
"'C24H22FNO2'
",1
"'C25H25NO3'
",1
"'C24H23NO3'
",2
"'C24H22ClNO2'
",1
"'C19H26Cl2N2O8'
",1
"'C34H58Br0.04Fe2N7.96O19.87'
",1
"'C30H28N2O4Pd'
",1
"'C22H16CoF6N4O6S2'
",1
"'C18H18N4O2Zn'
",1
"'C60H94Cl2N12O11'
",1
"'C20H22N4O2Zn'
",1
"'C24H26Cl2N4Pt'
",1
"'C24H26N4Cl2Pt1'
",1
"'C85.6H94.2B2Fe2N6O3.7'
",1
"'C96H101B2F8Fe2N13O6'
",1
"'C10H12N2O'
",2
"'C45H34ClF3N2'
",1
"'C56H57Cl3F3NO2Si'
",1
"'C40H33F3O'
",1
"'C50H41F3O'
",1
"'C40H33F3N2O'
",1
"'C276H174Co6P6Te8'
",1
"'C234H126Co6P6Te8'
",1
"'C246H126Co6N8P6Te8'
",1
"'C43H54N2O3'
",1
"'C58H70B2ClFeO5S5'
",1
"'C37H32ClMn2N3O7'
",1
"'C12H9FOS2'
",1
"'C28H40N4O16PdRu4'
",1
"'C31H32Cl3Cu2N5O6'
",1
"'C16H16N2O3'
",2
"'C62H100BN8NaNi4O14'
",1
"'C16H14N2O5'
",2
"'C18H18CuN4O2'
",1
"'C23H15NO3'
",1
"'C25H23Cl3N4O2'
",1
"'C26H19Cl2F6FeN5P'
",1
"'C40H28F10Mg0.5N2O'
",1
"'C11H9N3O'
",1
"'C11H7Br2N3O'
",1
"'C21H20Cl2CoN5O4'
",1
"'C26H14F12N2'
",1
"'C34H31Cl3Cu2N4O6'
",1
"'C19H21ClN12OZn2'
",1
"'C12H34Mo3N4O9S2'
",1
"'C28H26N8O4'
",1
"'C42H64O6'
",1
"'C14H12O2S'
",4
"'C38H28CuF18Mo3N4O15'
",1
"'C12H28ClNS4'
",1
"'C44H58N4Ni2O11'
",1
"'C34H48N4Ni4O10'
",1
"'C30H24O9'
",1
"'C48H58BF4FeN6O2'
",1
"'C32H30N4NiO8'
",1
"'C14H17CuN4O1.5'
",1
"'C72H72Cl7FeN6O6'
",1
"'C9H12N2S3'
",1
"'C13H14N2NiO4'
",1
"'C21H22BNO'
",1
"'C12H25NO13'
",1
"'C13.5H16N4NiO1.5'
",1
"'C21H21N2O4Pd'
",1
"'C22H32N2O2'
",1
"'C9H8F3N3S'
",1
"'C82H100B2Cl2Mg2N4O10'
",1
"'C43H56N4Ni2O11'
",1
"'C28H26ClN6O3.5Ru'
",1
"'C20H37NO20'
",1
"'C8H22Mo2N4O4S2'
",1
"'C35H46B2Cl2Cu2F8N6O5'
",1
"'C18H21Cl3N3O2.202P'
",1
"'C23H29N5O5'
",1
"'C11H14BNO5S'
",1
"'C23H28NNiS10'
",1
"'C17H21NO5S2'
",1
"'C10H9BrN4O'
",2
"'C10H28Cl2N2O2RuS2'
",1
"'C20H18O10'
",1
"'C30H42N2O4'
",1
"'C34H62N2O20S2V4'
",1
"'C26H34N2O4'
",1
"'C66H82B2N6O6Zn'
",1
"'C24H27BGeO2'
",1
"'C10H16CoKN2O10'
",1
"'C10H8FNO4'
",1
"'C43H47BN2O7Zn2'
",1
"'C16H20NO3P'
",1
"'C12H12INO2'
",1
"'C24H36N4O2Pt'
",1
"'C12H12BrNO2'
",1
"'C23H31N3O7'
",1
"'C38.5H35.75Co2N9.75O15.25'
",1
"'C39H37.5Co2N10O15.75'
",1
"'C31H29MnN2NiO7'
",1
"'C34H64N2O21S2V4'
",1
"'C17H16N4O7'
",1
"'C69H84B3N3NiO7'
",1
"'C53H34Cl2F16N8Pd'
",1
"'C30H52N2O10V2'
",1
"'C32H58N2O20S2V4'
",1
"'C8H11N2O3ReS'
",1
"'C75H69N9O6S3'
",1
"'C60H70B2N6NiO6'
",1
"'C41H49F6N4O6Rh2'
",1
"'C10H13N3O2S'
",1
"'C16H17NO4S2'
",1
"'C20H23NO2'
",2
"'C12H31Cl2N3OS3'
",1
"'C25H28CuN6O6'
",1
"'C14H14O6'
",1
"'C36H54Co4N10O12'
",1
"'C36H54N10Ni4O12'
",1
"'C32H48Cu2N2O8'
",1
"'C26H28NO3P'
",1
"'C34H50N2O4'
",1
"'C60H70B2CoN6O6'
",1
"'C22H32O3'
",1
"'C70H88B2CuN4O4'
",1
"'C7H11NO3'
",1
"'C30H40Cl4Co2N10'
",1
"'C10H13ClFNO2'
",1
"'C27H19NO2'
",1
"'C22H20N2O2'
",1
"'C17H17BrO4S'
",1
"'C14H12BrNO2'
",1
"'C48H28Br4Cl12N4OV'
",1
"'C19H14N4O'
",1
"'C45H46Cl12Mo6N24O13S12'
",1
"'C12H24CdCl6N4O2'
",1
"'C26H43NO4'
",1
"'C9H14N2O'
",1
"'C31H37N3O4'
",1
"'C40H32Mo2N2O8.5'
",1
"'C11H11NO2'
",1
"'C19H18N4O4S'
",1
"'C35H53BN2NiO7'
",1
"'C40H32Mo2N2O8'
",1
"'C9H10N2S'
",1
"'C13H10Cl2N2O5'
",1
"'C100H94N8S4'
",1
"'C14H20O10'
",1
"'C36H24Cl6Cu3N12S4'
",1
"'C36H36B3Co2F13N8O2'
",1
"'C24H20Cl2FeN2O2P'
",1
"'C11H10Cl2N2O4'
",1
"'C88H108B3CeO8S8'
",1
"'C28H38N4O9'
",1
"'C56H20BD60F4O23Ru2'
",1
"'C100H74F20N8S4'
",1
"'C29H42ClN2O8.5Ru2'
",1
"'C40H30Mo2N2O8'
",1
"'C58H41N7NiO2'
",2
"'C20H22Mo2N2O8'
",1
"'C20H24Mo2N2O8'
",1
"'C13H8Cl4N2'
",1
"'C24H20Cu2N4O13S'
",1
"'C14H24N2O8Rh2'
",1
"'C54H44.68CuIN2O6.34P2S2'
",1
"'C15H13NO3S2'
",1
"'C11H17N5O2'
",1
"'C4H3I3N2'
",1
"'C66H82B2MnN6O6'
",1
"'C11H11F3N2O4'
",1
"'C60H76B2NiO6S6'
",1
"'C20H15NO3'
",1
"'C22H32N2NiO2S4'
",1
"'C54.5H71B3F6Mo3N18O3.5P2PdS13'
",1
"'C42H44N6O8Rh2'
",1
"'C20H28N2O10Rh2'
",1
"'C36H36N4O8Rh2'
",1
"'C14H15N5O3'
",1
"'C18H22Cl2N2NiO2S4'
",1
"'C28H48Cd2N4S8'
",1
"'C12H16Cl2CoN2O8Pd'
",1
"'C32H45BN6Ru'
",1
"'C5H16BiBr5N2'
",1
"'C28H26CrN3O8'
",1
"'C22H26O15'
",1
"'C35H28O8'
",1
"'C24H15N7O14'
",1
"'C17H12N2O'
",2
"'C10H10CdN4O7'
",1
"'C14H23ClN2O3'
",1
"'C15H12O3'
",3
"'C15H11ClO2'
",1
"'C18H18O4'
",1
"'C18H18O11'
",2
"'C50H62Cl6O4Zr2'
",1
"'C20H29ClCuN5O4.5S'
",1
"'C8H12IN'
",1
"'C66H84B2N4NiO6'
",1
"'C18H16FNO4S'
",1
"'C33H27BrOP2'
",1
"'C24H26Br2CuF6N5O2P'
",1
"'C16H15NO4'
",2
"'As0.48H15Na2O11P0.52'
",1
"'C11H12ClN5O'
",1
"'C36H64NNiS10'
",1
"'C66H82B2N6NiO6'
",1
"'C13H10N2O2'
",2
"'C19H20N2S'
",1
"'C34H46N2NiO2P2S4'
",1
"'C27H27N3O2'
",1
"'C62H67N9O2Rh2'
",1
"'C12H14I2N2O8'
",1
"'La0.5Li0.5O6P2'
",1
"'C24H66Cl10Co2N6'
",1
"'C18H18O3'
",2
"'C27H19ClN2'
",1
"'C18H24ClCuN5O4S'
",1
"'C6H12N2O5S'
",1
"'C23H31BO2'
",1
"'C15H17Br3O4'
",1
"'C32H26N2'
",1
"'C30H33N4O3Tb'
",1
"'C32H43NO4'
",1
"'C7H12BNO5S'
",1
"'C30H8F20O10Rh2'
",1
"'C24H36O8Si3'
",1
"'C36H42N6O3'
",1
"'CeLiO12P4'
",1
"'C10H15N3O2S'
",1
"'C12H42Bi2Cl10N4O3'
",1
"'C33H48N19NaO4S2'
",1
"'C20H15N3'
",3
"'C11H8N2O'
",1
"'C36H58N6O14'
",1
"'C38.25H40.5Cl0.5O6'
",1
"'C61H66N4Si'
",1
"'C9H8Cl3NO'
",1
"'C58H40Mn2N2O8'
",1
"'C20H14N4O4'
",1
"'C21H13F3N2O4'
",1
"'C23H29N17OS2'
",1
"'C8H13Br2IN2'
",1
"'As0.5H4NaO5P0.5'
",1
"'C13H14N2S3'
",1
"'C62H150Cl8N4OP6Pt6Se4'
",1
"'C21H24N2O2'
",2
"'C7H11Cl4N2Sb'
",1
"'C36H44Br2Cu2N2O8S4'
",1
"'C12H21NO8'
",1
"'C24H22ClN5O4Ru'
",1
"'C31H45N3O3'
",1
"'C24H29BiCl6N6O'
",1
"'C16H20N2O2'
",2
"'C18H15NO5'
",2
"'C18H15NO3S'
",1
"'C14H16FN5O3'
",1
"'C21H22O6'
",1
"'C23H21N3O4'
",1
"'C21H19NO5'
",4
"'C9H10Cl3N3O'
",1
"'C32H32N10O16'
",1
"'C12H17Cl2NO3'
",1
"'C19H15FO4'
",1
"'C19H46Cl6Cu4O13'
",1
"'C19H20N4'
",1
"'C24H32N2'
",1
"'C22H28N2O'
",1
"'C20H24N4Pd2S2'
",1
"'C10H10ClFN2OS'
",1
"'C14H18N4O3S'
",1
"'C44H56Cu2N8O8'
",1
"'C6H24F12N4Zr2'
",1
"'C17H19Cl3FN3O2S'
",1
"'C21H15ClN2O3'
",1
"'C21H31N3O'
",1
"'DyH4KO9P2'
",1
"'C28H22N2O2'
",1
"'C20H23N7O6'
",1
"'C19H23N2O6.5'
",1
"'C16H39Cl3Cu2N6O15'
",1
"'C14H13BrN2O3S'
",1
"'C23H30O5'
",1
"'C157H252Al6O41S11'
",1
"'C3H4N2OS'
",1
"'C28H22N2O8'
",1
"'C39H30Cu3N6O12'
",1
"'C9H13N5O4'
",2
"'C20H22N4'
",1
"'C16H20N4O2'
",1
"'C38H52O2'
",1
"'C10H12N2O4'
",1
"'C20H20O5'
",3
"'C28H26ClHgI2O2PS'
",1
"'C5H6N2O2S'
",1
"'C30H26Br2CoN4O4'
",1
"'C38H38Si2'
",1
"'C16H16O2S'
",1
"'C128H56Er3N5NiS0'
",2
"'C130H56Er3N5NiS0'
",1
"'C284H132Er6N14Ni3S0'
",1
"'C131.05H54.85Er3N5NiS0.38'
",1
"'C34H34F6O6S2Si2'
",1
"'C252H220N20O68Pd4S6'
",1
"'CClN3O6'
",1
"'C194H201Cl8N27O54Zn4'
",1
"'C222H198F24N24O24'
",1
"'C190H147Cl6F18N20O44Zn3'
",1
"'C372H294Cl12F36N30O90Zn6'
",1
"'C72H60Fe6'
",1
"'C74H64Fe6'
",1
"'C85.82H25.82B12Cl5.46F60O12.99'
",1
"'C156H72B12F60O12'
",1
"'C35H32Cl6N2O2OsS'
",2
"'C39H47ClCsN7O2'
",1
"'C85H122Cl2N15NaO9'
",1
"'C41H51ClCsN7O2'
",1
"'C184H276Cl4N30Na2O18'
",1
"'C49H71ClN8O2'
",1
"'C41H55N7O4'
",1
"'C41H53N5O6'
",1
"'C32H16BF19Si'
",1
"'C49H36N8'
",1
