,Ag2Se,Ag2Se,Ag2Se,Ag2Se,Ag2Se,Ag2Se,Ag2Se,Ag2Se,Ag2Se,Ag2Se,Ag2Se,Ag2Se,Ag2Se,Ag2Se,Ag2Se,Ag2Se,Ag2Se,Ag2Se,Ag2Se,Ag2Se,Ag2Se,Ag2Se,Ag2Se,Ag2Se,Ag2Se,AgSe,AgSe,AgSe,AgSe,AgSe,AgSe,AgSe,AgSe,Cu2Se,Cu2Se,Cu2Se,Cu2Se,CuSe,CuSe,CuSe,CuSe,CuSe,CuSe,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,TiN,TiN,TiN,TiN,TiN,TiN,TiN,TiN,TiN,TiN,TiN,TiN,TiN,TiN,Ti,Ti,Ti,Ti,Ti,Ti,Ti,Ti,Ti,Ti
0,2.5051350645719547e-17,0.1710679313652395,5.667867240569527e-16,0.043169915482863044,0.030059799320392613,0.03902835114612859,0.05974780685664954,0.044992888032908886,0.21785464566881638,0.1374287175378471,0.08457793791662929,0.15584815465085766,0.14304402766930047,0.07897876293428549,0.1027106808489909,0.043935239487068,0.10298542028983389,0.0788372041502038,0.11036502062506613,0.05332782515315919,0.068123884398684,0.08461601130079582,0.042320253920943594,0.06943015340020404,0.10025873147068667,0.07087257453575198,0.10654975905435991,0.04177842961783546,0.08010357531113005,0.07776722881868871,0.22300285679244605,0.13856899468005007,0.09407554419970089,0.11425351875521113,0.13746633402604236,0.23645843341618303,0.08736355715073872,0.09063551433667685,3.219094721647523e-14,0.07642781329130773,0.12833818372139716,0.05912304462776657,0.06958646892559328,0.15509773345749026,0.15656035606810922,0.1508187866722743,0.15480873304671502,0.15308070011849415,0.17304351059468404,0.16351036200494337,0.14570715039065002,0.20723684324444253,0.20923515190691985,0.2099447742138849,0.1322521729309002,0.20765514776943514,0.2099447742138849,0.2099447742138849,0.2876608279772634,0.222791211413816,0.2099447742138849,0.2229204182037672,0.09770195693345976,0.2220175569850379,0.25001989149099274,0.2865148177884838,0.20965720728434786,0.2899673144017135,0.11185918191136712,0.10668570973170648,0.17371246866069706,0.16063337133739541,0.19526425902490135,0.2482606379888488,0.16436131588911806,0.14821537718624558,0.24908254592639492,0.18962431196097146,0.19085902285223594,0.19048974261458976,0.27640229824908297,0.2559561097363575,0.25616700898584116,0.24958595146201146,0.2142796753130311,0.4413979282931826,0.3605318427587914,0.21310299996861212,0.29885798227888194,0.39012887056873036,0.29630376706216044,0.42336747220503473
1,0.1710679313652395,2.505135064571954e-17,0.11918655134935226,3.5649998738833037e-17,0.05914167314186821,0.06836020431980692,0.0838808579858285,0.0027615726303802245,3.6620203415327275e-17,2.0389015167007407e-16,0.14175979194488184,0.0008940647833947198,5.588378152371443e-17,3.4938476987567473e-16,3.134896519890259e-16,0.05372410002018827,0.1792681168416529,0.17170259356532191,0.07525539906361632,0.09139365019048233,0.08786820927379581,0.027650812121982508,0.07504795976869277,0.08353657651468616,0.06505027259909618,0.24380815779607376,0.015287336530245572,0.051738488185950844,0.20638421490182043,0.18448403232911023,0.37130692310486224,0.25658982724213175,0.06756889210026956,0.14054230588246805,0.5033986862282099,0.3410444931838228,0.19044800537832104,0.13293914904134263,0.18794968575018278,0.08873479128019444,2.4913531028043904e-14,0.08037993416853917,0.05908277065236677,0.1536333541987863,0.27726633754224556,0.11889897404013801,0.11897539121789967,0.26066090707972034,0.3412078489966811,0.2945507755251577,0.11950176763968783,0.13008291704247282,0.1302340784994624,0.13966600961706338,0.1491309702000038,0.10981518417438163,0.13966600961706338,0.13966600961706338,0.5044346143718038,0.11583155529778363,0.13966600961706338,0.11595391596923227,0.07983794010543084,0.1274052668899724,0.3840884965883239,0.5039930767690015,0.1299941373626688,0.5072051844764799,0.6375269461021574,0.6317663805879443,0.6353816348504129,0.6380801872849984,0.35532610143389354,0.2808612867605815,0.7035378290875839,0.7111930369580224,0.9286334093800147,0.7084357966439216,0.2622487660296212,0.352913461148076,0.30269053033564103,0.30381777083648076,0.5954330498555314,0.5936206593713439,0.3857168838368457,0.7568928074977711,0.7138746579277515,0.5178968479407006,0.7818467471179271,0.7234575491578351,0.6630595050766808,0.6794528674611466
2,5.667867240569527e-16,0.11918655134935226,2.5051350645719597e-17,0.106178571831914,0.06352693628589949,0.04107893318256417,5.818163192061272e-14,0.10345240149680836,0.1361070546753391,0.09133388868785469,0.09026264459265616,0.09120612456518316,0.0827791710353442,0.033368182458127574,0.06708665189202703,0.020527503998805336,0.031982834455738914,0.012186470311703368,0.023362279157897545,0.025235727403062656,0.0290715184339114,0.01669113124649169,0.018934955660965123,0.02889080223937948,0.032721659920451826,0.0254219625635432,0.05281142957409378,0.015859186345845776,0.04623871106970094,5.908347486780377e-14,0.03945269253432261,0.043058228842416495,0.02066120249326753,0.05630782953526187,0.060489997481393394,0.09746616698787353,0.07566071364578221,0.01989362949393986,8.46356456289108e-14,0.021940949443426408,0.03892411512726376,1.0116950110284082e-13,2.6069001807580517e-14,0.07875210930793897,0.09508598597465685,0.06274256532061821,0.09113684928941893,0.08229740150813042,0.11229394743235364,0.08225400141885411,0.08567627711088822,0.19191640027170345,0.19106398582973155,0.18933654088317706,0.08251830223767832,0.19199577549135105,0.18933654088317706,0.18933654088317706,0.2313865342584933,0.1918514691960297,0.18933654088317706,0.19284947358797155,0.018673875655406288,0.19390229160156083,0.2293846666331684,0.23260170003063874,0.1900869443178319,0.2333711861702557,0.13402198103223137,0.13282729323940706,0.1569628950903714,0.15124112877985213,0.10335938299030537,0.18181685369203118,0.2066015103585195,0.1909475985360894,0.24160695522700318,0.21838565521647543,0.14485822107289065,0.0856050841102272,0.1339373326866659,0.13593349243783306,0.1535790095186998,0.1598723078170077,0.10463170770294351,0.21071198133695807,0.1705424164758241,0.14231771863266768,0.16722730262567984,0.09304713137852733,0.2024765825873955,0.19639741608535932
3,0.043169915482863044,3.5649998738833037e-17,0.106178571831914,2.5051350645719547e-17,0.022676197416412098,0.028136543394336543,0.06312575614294157,0.0022427638129926208,3.9316702855874844e-17,2.1467614849252366e-16,0.11914521811650469,0.0009432614269460699,5.818139050779913e-17,3.5168237652434067e-16,3.2427564261107503e-16,0.04963328147512966,0.1550801092537456,0.11726079094559536,0.07110814561210368,0.09110472178139373,0.08631928971622067,0.02780012202933397,0.0759156602769985,0.0828259737219758,0.0639473593592408,0.21251507574095466,0.014792772719865739,0.048078787456931615,0.11292436336697788,0.12044333832856861,0.3214498260230057,0.1876640591058063,0.06146820544606018,0.10810024907865881,0.42060395806975587,0.2382622996864231,0.14536673669455724,0.09337870924802892,0.11161569903758772,0.09243545870246468,0.05136643749029869,4.981451563358249e-14,0.0709841268776662,0.13989996946355002,0.2321954281115247,0.11155690304717582,0.109254214773681,0.2240783990933764,0.29291815619251704,0.2476889350203314,0.11752179883051118,0.13172565692603436,0.13184230980486078,0.1408069205972833,0.1678550000352375,0.11188610219534832,0.1408069205972833,0.1408069205972833,0.46258124138954926,0.11762288522057053,0.1408069205972833,0.11774218640841792,0.06456520328498719,0.12887911159952598,0.3661221103840341,0.4630430890392735,0.13157439041567504,0.46689080466685245,0.4458279367771088,0.43922046710676427,0.45233536847480454,0.4455267309110631,0.31993835972567247,0.3416894495266472,0.5199337768159966,0.5209932995260629,0.6451913797852977,0.5259462548249425,0.3513498753030179,0.3073937246129652,0.3327661917462081,0.333719223215984,0.43591363872269595,0.4128003213899692,0.3131427058328876,0.7142347114599749,0.6899344175550253,0.3861423778129704,0.7381037897525871,0.7015828120065359,0.525389010962952,0.5786663458563432
4,0.030059799320392613,0.05914167314186821,0.06352693628589949,0.022676197416412098,2.505135064571955e-17,7.239827652979785e-15,0.03191905228149419,6.826486527188317e-15,0.055403792293705074,0.11038696336380346,0.03423561629306917,0.10482826797380837,0.05853655888780102,0.07353577010527126,0.0625002610012981,0.04778702477568255,0.08705910716351434,0.0915555791499134,0.09494723873197419,0.08320853446319565,0.07636872477289298,0.0866647779981083,0.07734033934868985,0.07508284917494693,0.07202870078080967,0.15259304592345932,0.15261775694402208,0.07051243785787008,0.10381401513251609,0.1937257383100149,0.24708234624394246,0.15722068838924946,0.05341980086630185,0.12606891259048317,0.33487424586036324,0.2392143834799684,0.19044669615298077,0.09076453206386795,0.06868551822707313,0.08808318579911958,0.08725135944682386,0.05113668373371329,0.10060247210644767,0.1705909409560553,0.20846129337238767,0.17313948604871565,0.1628327924772727,0.1704277232668152,0.2929144078068863,0.20030395034736853,0.17200206528435874,0.24216172630505203,0.24202812968069412,0.23995011597953775,0.16342889173597772,0.2442715374855757,0.23995011597953775,0.23995011597953775,0.5090772508983068,0.23886402819470257,0.23995011597953775,0.23930951279569856,0.11573635558605416,0.2390476914972871,0.3904067060007672,0.5108951467870955,0.24190536987618588,0.5159990007150004,0.3943397424541033,0.3886176427554081,0.4008249686706602,0.3938198701757547,0.27090302326862126,0.3356945132382199,0.4700776853121383,0.4704795475068967,0.5716722609416074,0.47825788739267544,0.3469318903728244,0.2514874626456425,0.3090051541139381,0.3083426842631854,0.314085360145754,0.295817462612076,0.32063230882668925,0.5394274543336579,0.5432522137456225,0.2798134577259475,0.5804901966124809,0.4776496533869848,0.40224012418541366,0.44738118704844965
5,0.03902835114612859,0.06836020431980692,0.04107893318256417,0.028136543394336543,7.239827652979785e-15,2.505135064571955e-17,0.02342175596343662,6.8264873552480375e-15,0.06642318088171374,0.11431779011757276,0.03610397938391046,0.10092516679861908,0.07975207070694167,0.0797799433711262,0.08298471205400909,0.04450144918397316,0.114392530366032,0.08235697384267969,0.06636046749491196,0.09118066714599136,0.08519913544724175,0.0949010379505639,0.06773357959257441,0.07691437971761741,0.05771215303591595,0.09789605405589939,0.15792797802077096,0.0699774129157363,0.0823420677263085,0.19783041483436958,0.21294855097580953,0.14121150898089557,0.062388174210851306,0.14674815492293777,0.33790288862153345,0.27541154786689825,0.19024648956986234,0.08784680751310019,0.0631077572781208,0.0713092832135781,0.09194437914846976,0.04108540258115448,0.10708096534985083,0.1899928939955,0.24579748864927115,0.19259457638216587,0.19932972976389657,0.20777768138215574,0.33265979141967905,0.2419569853552809,0.17063313652042728,0.2473478022889912,0.24720933941239642,0.24535754873133153,0.14443072176723537,0.24904264009385393,0.24535754873133153,0.24535754873133153,0.516141072823246,0.2438605426199689,0.24535754873133153,0.244332957640189,0.1258221988775193,0.24441076814667226,0.4095759312866704,0.5179526504572008,0.24704757164858085,0.5231311213084873,0.3527553915473865,0.34818882097264064,0.35947598135033837,0.35147622005841295,0.27472596994355686,0.36663157914436784,0.42474901591943837,0.4242788133108609,0.5809915471600708,0.4321640748579432,0.37984703036270406,0.25168490794425724,0.31335603673997525,0.3026074648729553,0.34929535137265527,0.3249172621504575,0.3031883860645996,0.6625083028220099,0.6399812085176346,0.3077386548719593,0.6790420193612213,0.7001201034610807,0.4310725422091839,0.5130058787387607
6,0.05974780685664954,0.0838808579858285,5.818163192061272e-14,0.06312575614294157,0.03191905228149419,0.02342175596343662,2.505135064571955e-17,0.062404134515685446,0.09417111749101045,0.12462345073720066,0.007883339508967921,0.038570504019788655,0.07941789048855157,0.06350004641358797,0.0795886932042751,0.061052526698925774,0.09419624007034062,0.06441068760565034,0.09951624473881789,0.09173789486087239,0.08781215617231662,0.06737805563941908,0.06667891253838647,0.08357156660542035,0.06539067894003656,0.17090356559227807,0.0772597733412979,0.063188687810213,0.1026659544815016,0.1178211428532493,0.03546459144743457,0.16786044120937468,0.06839209095627802,0.1439478990857459,0.24282708896843572,0.2257441025916944,0.2163299230044722,0.0586466766387281,0.08833061672124032,0.044036713966530576,0.03994592567935282,0.06627575790522004,0.08219581159865577,0.13579666621387476,0.15416027437982666,0.14253075576406704,0.13745339349593277,0.15107322694668943,0.18198297796762397,0.1601119885057281,0.10917067460382925,0.23208410242438135,0.23293428946822037,0.2322876651650363,0.12633631562489975,0.23306054041343177,0.2322876651650363,0.2322876651650363,0.42905460983240934,0.22941556969823793,0.2322876651650363,0.23008017345438586,0.11689361954306415,0.23003524219332383,0.34174485374154456,0.4285980145864816,0.23240521665369915,0.4318118666081617,0.3630944035866114,0.35653507669856155,0.3764855742252213,0.3675387545955137,0.24357743937670256,0.3560112687190981,0.4514589053625049,0.45197909857526053,0.5559573711337005,0.4580460419972971,0.3597478898698255,0.2178326985144117,0.3194232308379589,0.3086153239107766,0.3213552613146542,0.30654557451848524,0.2731798960267143,0.5322760763394351,0.4310186210287238,0.2757628000520363,0.43015484820156613,0.43976270215937346,0.4354731582065345,0.5217690205861483
7,0.044992888032908886,0.0027615726303802245,0.10345240149680836,0.0022427638129926208,6.826486527188317e-15,6.8264873552480375e-15,0.062404134515685446,2.5051350645719547e-17,0.002208594337157836,0.009297800837484518,0.12411315307884817,0.008838644545566585,0.0042759095189535004,0.013193553242395647,0.005117441486595247,0.04190001984470688,0.14352491711202364,0.08819416851211553,0.07076914547261254,0.09682752102108179,0.09091455624046461,0.07844382810914902,0.07202085283356513,0.09254540815612108,0.07600097331475145,0.22690491572388108,0.06371137064507298,0.06381440913318033,0.06940274426289662,0.13169610094466955,0.3077191247947688,0.1841446725074586,0.06795578352541426,0.08989098548014952,0.2940352041247276,0.23327844367654116,0.0674746026917408,5.451164495355455e-14,0.0449984757241929,0.08175275340845962,0.059110317020112754,0.050979188751572486,0.09053187480288129,0.12938704778395954,0.246485518317918,0.12708862283633926,0.0796526712547331,0.22505975756701707,0.32486348370767776,0.2623450383902773,0.09691919578001647,0.11649056583542806,0.11643925499157516,0.12819627928018906,0.15013623349210664,0.08764026952806933,0.12819627928018906,0.12819627928018906,0.47827432795844393,0.0980188305362378,0.12819627928018906,0.09810939815475145,0.04303094818768239,0.11371968379433904,0.38397259382107085,0.4803337444208024,0.1160602278197977,0.48582495505275397,0.41104368520159396,0.40533204018472024,0.41747203402952193,0.40966634977049476,0.30696751602491634,0.34090618732222083,0.4909483970283163,0.49034181791547193,0.5977217072225612,0.4987361677801081,0.3552159502281857,0.2903492518887223,0.3220234006335907,0.3221842865827557,0.3893096574563183,0.3639306372068192,0.2886249718323497,0.6787875058805077,0.6594026004272379,0.3484260294482456,0.7019211565445205,0.6737506177109485,0.4644277979638484,0.5268549473807187
8,0.21785464566881638,3.6620203415327275e-17,0.1361070546753391,3.9316702855874844e-17,0.055403792293705074,0.06642318088171374,0.09417111749101045,0.002208594337157836,2.5051350645719544e-17,1.9380002586944917e-16,0.1301671212289687,0.0008471577012197445,6.306329498385583e-17,4.075193213321044e-16,3.033995522899506e-16,0.052706758240255044,0.1997386461452008,0.15473210279149788,0.07990604012950157,0.10290575010749115,0.09764465385000548,0.09703527689585088,0.08931308893442318,0.09885229286345773,0.0769712599648136,0.23574478877504212,0.01421485822224624,0.06474513621802462,0.1048282531417541,0.12937045691605098,0.38247433183260965,0.23402066631353138,0.08284778152271126,0.0960254237839959,0.34550797487300944,0.31853058614484686,0.0774409417426913,0.12808319814298308,0.1043626415816191,0.112665231619563,0.05795685312387939,0.10069362986265315,0.12199084711106051,0.1196226852098172,0.28357036580100975,0.10135587395653568,0.09124278336702793,0.2771590168536225,0.3678545342949522,0.30066086892022187,0.09570356504161533,0.0950582448323107,0.09504191671828736,0.10210851490587411,0.5871997863585535,0.08150493375721801,0.10210851490587411,0.10210851490587411,0.7624034120612774,0.08377453793014614,0.10210851490587411,0.08606272761663622,0.036407561216918724,0.09220220410117345,0.2407675113100067,0.7647472915479389,0.09481921989416424,0.7690820969824415,0.5089356493924041,0.5044776739280513,0.5094354585431495,0.5086439888872535,0.34375721385068364,0.35640864298557506,0.5714170041316686,0.575755281909044,0.7438358862690676,0.5793705198323712,0.3627240787537633,0.33257433720653834,0.3321736318192525,0.33220284976925263,0.47306624492537824,0.46229783480016734,0.31982641421989993,0.6802668035954754,0.6555991526276492,0.4148674424396945,0.7076755153355435,0.6617247021499469,0.5410567151294096,0.5749536705137689
9,0.1374287175378471,2.0389015167007407e-16,0.09133388868785469,2.1467614849252366e-16,0.11038696336380346,0.11431779011757276,0.12462345073720066,0.009297800837484518,1.9380002586944917e-16,2.505135064571956e-17,0.095527883102808,0.0004298757540541893,3.096624825129593e-16,1.6874862172454425e-15,1.443235143095322e-15,0.0344571526151684,0.06497067173409055,0.09317631503404167,0.07902514846605507,0.09413108259764973,0.05978445581732996,0.01924982029033879,0.028593535461923912,0.08885672531154025,0.06940689603927978,0.04285350803755408,0.005566292667898967,0.022214831127542974,0.13726741093654052,0.13453342490806858,0.2748505620064782,0.11005296062409183,0.07220964300412502,0.17134989701215866,0.30033401566853624,0.10767791416365625,0.19800678309386607,0.07278968795612091,0.07891409660281408,0.0890144110070218,0.05914929709397177,0.057644629781463175,0.05842283271030148,0.0784789886980465,0.10810389488609122,0.07535465784776622,0.0691943007692167,0.10619755947295065,0.12128182646532945,0.11014166205296705,0.017336819567858278,0.09654269022155909,0.09466183142229628,0.09780116427685945,0.24400057482333543,0.08550287722706694,0.09780116427685945,0.09780116427685945,0.23936319374822157,0.08847834548702012,0.09780116427685945,0.08841136489287021,0.03355319233448859,0.09547113758948736,0.20553905194920113,0.2440460354864693,0.09471521984344972,0.2423941841871929,0.4462395545236789,0.44224036627376123,0.4590379388830443,0.45419914686739676,0.3478556079031632,0.3026818228345752,0.5212509704770396,0.5231638422885836,0.690571998520768,0.524093107523078,0.2817838315845084,0.34175232431925695,0.25408906630118633,0.3098693924591626,0.32511890739503213,0.32337668707508604,0.2960282349767859,0.04819604876681791,0.30332098500678556,0.3020823951590502,0.12624765909811128,0.3913504050029697,0.4715722046726581,0.3497119430646665
